path,current_dwt,inferred_language,confidence,target_template,page_type,notes
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Nidah/Masechet Nidah Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Nidah/Masechet Nidah Perek 10.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Nidah/Masechet Nidah Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Nidah/Masechet Nidah Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Nidah/Masechet Nidah Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Nidah/Masechet Nidah Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Nidah/Masechet Nidah Perek 6.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Nidah/Masechet Nidah Perek 7.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Nidah/Masechet Nidah Perek 8.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Nidah/Masechet Nidah Perek 9.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Nidah/Pirie Masechet Nidah.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-text,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 10.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 11.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 12.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 13.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 14.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 15.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 16.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 17.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 18.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 6.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 7.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 8.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Masechet Ohalot Perek 9.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Ohalot/Pirkei Masechet Ohalot.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Masechet Parah Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Masechet Parah Perek 10.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Masechet Parah Perek 11.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Masechet Parah Perek 12.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Masechet Parah Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Masechet Parah Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Masechet Parah Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Masechet Parah Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Masechet Parah Perek 6.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Masechet Parah Perek 7.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Masechet Parah Perek 8.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Masechet Parah Perek 9.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Parah/Pirkei Masechet Parah.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tevul Yom/Masechet Tevul Yom Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tevul Yom/Masechet Tevul Yom Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tevul Yom/Masechet Tevul Yom Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tevul Yom/Masechet Tevul Yom Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tevul Yom/Pirkei Masechet Tevul Yom.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tohorot/Masechet Tohorot Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tohorot/Masechet Tohorot Perek 10.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tohorot/Masechet Tohorot Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tohorot/Masechet Tohorot Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tohorot/Masechet Tohorot Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tohorot/Masechet Tohorot Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tohorot/Masechet Tohorot Perek 6.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tohorot/Masechet Tohorot Perek 7.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tohorot/Masechet Tohorot Perek 8.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tohorot/Masechet Tohorot Perek 9.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Tohorot/Pirkei Masechet Tohorot.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Uktzim/Masechet Uktzim Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Uktzim/Masechet Uktzim Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Uktzim/Masechet Uktzim Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Uktzim/Pirkei Masechet Uktzim.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Yadayim/Masechet Yadayim Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Yadayim/Masechet Yadayim Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Yadayim/Masechet Yadayim Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Yadayim/Masechet Yadayim Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Yadayim/Pirkei Masechet Yadayim.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Zavim/Masechet Zavim Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Zavim/Masechet Zavim Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Zavim/Masechet Zavim Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Zavim/Masechet Zavim Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Zavim/Masechet Zavim Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechet Zavim/Pirkei Masechet Zavim.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Tohorot/Masechtot Seder Tohorot.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-text,
Mishnah-New/Hebrew/Text/Seder Tohorot/Seder Tohorot.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-text,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Bechorim/Masechet Bechorim Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Bechorim/Masechet Bechorim Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Bechorim/Masechet Bichorim Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Bechorim/Pirkei Masechet Bichorim.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Brachot/Mesechet Brachot Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Brachot/Mesechet Brachot Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Brachot/Mesechet Brachot Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Brachot/Mesechet Brachot Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Brachot/Mesechet Brachot Perek 6.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Brachot/Mesechet Brachot Perek 7.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Brachot/Mesechet Brachot Perek 8.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Brachot/Mesechet Brachot Perek 9.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Brachot/Pirkey Mesechet Brachot.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-text,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Demai/Mesechet Demai Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Demai/Mesechet Demai Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Demai/Mesechet Demai Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Demai/Mesechet Demai Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Demai/Mesechet Demai Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Demai/Mesechet Demai Perek 6.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Demai/Mesechet Demai Perek 7.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Demai/Pirkei Mesechet Demai.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Hallah/Masechet Hallah Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Hallah/Masechet Hallah Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Hallah/Masechet Hallah Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Hallah/Masechet Hallah Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Hallah/Pirkei Masechet Hallah.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Kilayim/Masechet Kilayim Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Kilayim/Masechet Kilayim Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Kilayim/Masechet Kilayim Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Kilayim/Masechet Kilayim Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Kilayim/Masechet Kilayim Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Kilayim/Masechet Kilayim Perek 6.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Kilayim/Masechet Kilayim Perek 7.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Kilayim/Masechet Kilayim Perek 8.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Kilayim/Masechet Kilayim Perek 9.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Kilayim/Pirkei Masechet Kilayim.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Maaser Sheni/Masechet Maaser Sheni Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Maaser Sheni/Masechet Maaser Sheni Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Maaser Sheni/Masechet Maaser Sheni Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Maaser Sheni/Masechet Maaser Sheni Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Maaser Sheni/Masechet Maaser Sheni Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Maaser Sheni/Pirkei Masechet Maaser Sheni .htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Maasrot/Masechet Maasrot Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Maasrot/Masechet Maasrot Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Maasrot/Masechet Maasrot Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Maasrot/Masechet Maasrot Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Maasrot/Masechet Maasrot Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Maasrot/Pirkei Masechet Maasrot.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Orlah/Masechet Orlah Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Orlah/Masechet Orlah Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Orlah/Masechet Orlah Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Orlah/Pirkei Masechet Orlah.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Peah/Mesechet Peah Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Peah/Mesechet Peah Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Peah/Mesechet Peah Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Peah/Mesechet Peah Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Peah/Mesechet Peah Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Peah/Mesechet Peah Perek 6.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Peah/Mesechet Peah Perek 7.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Peah/Mesechet Peah Perek 8.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechet Peah/Perkei mesechet peah.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-text,
Mishnah-New/Hebrew/Text/Seder Zeraim/Masechtot Seder Zraim.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-text,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mashechet Shviit/Masechet Shviit Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mashechet Shviit/Masechet Shviit Perek 10.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mashechet Shviit/Masechet Shviit Perek 2.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mashechet Shviit/Masechet Shviit Perek 3.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mashechet Shviit/Masechet Shviit Perek 4.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mashechet Shviit/Masechet Shviit Perek 5.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mashechet Shviit/Masechet Shviit Perek 6.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mashechet Shviit/Masechet Shviit Perek 7.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mashechet Shviit/Masechet Shviit Perek 8.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mashechet Shviit/Masechet Shviit Perek 9.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mashechet Shviit/Pirkei masechet shviit.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-tractate-index,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mesechet Trumot/Masechet Trumot Perek 1.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
Mishnah-New/Hebrew/Text/Seder Zeraim/Mesechet Trumot/Masechet Trumot Perek 10.htm,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,mishnah-chapter,
